Info 0    [23:51:12.559] Starting TS Server
Info 463  [23:59:57.935] getCompletionsAtPosition: isCompletionListBlocker: 0.012647002935409546
Info 464  [23:59:57.935] Returning an empty list because completion was requested in an invalid position.
Info 465  [23:59:57.936] getCompletionData: Get current token: 0.008195996284484863
Info 466  [23:59:57.936] getCompletionData: Is inside comment: 0.0019029974937438965
Info 467  [23:59:57.936] getCompletionData: Get previous token: 0.020089000463485718
Info 468  [23:59:57.936] getCompletionsAtPosition: isCompletionListBlocker: 0.0057310014963150024
Info 469  [23:59:57.936] Returning an empty list because completion was requested in an invalid position.
Info 470  [23:59:58.644] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 471  [23:59:58.649] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 59 structureChanged: false structureIsReused:: Completely Elapsed: 4.7965830117464066ms
Info 472  [23:59:58.649] Different program with same set of files
Info 473  [23:59:59.428] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 474  [23:59:59.432] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 60 structureChanged: false structureIsReused:: Completely Elapsed: 3.2506189942359924ms
Info 475  [23:59:59.432] Different program with same set of files
Info 476  [23:59:59.432] getCompletionData: Get current token: 0.009165003895759583
Info 477  [23:59:59.432] getCompletionData: Is inside comment: 0.002079993486404419
Info 478  [23:59:59.432] getCompletionData: Get previous token: 0.025499001145362854
Info 479  [23:59:59.432] getCompletionsAtPosition: isCompletionListBlocker: 0.008347004652023315
Info 480  [23:59:59.432] Returning an empty list because completion was requested in an invalid position.
Info 481  [23:59:59.501] getCompletionData: Get current token: 0.008788004517555237
Info 482  [23:59:59.501] getCompletionData: Is inside comment: 0.002222999930381775
Info 483  [23:59:59.501] getCompletionData: Get previous token: 0.020006999373435974
Info 484  [23:59:59.501] getCompletionsAtPosition: isCompletionListBlocker: 0.01043500006198883
Info 485  [23:59:59.501] Returning an empty list because completion was requested in an invalid position.
Info 486  [23:59:59.504] getCompletionData: Get current token: 0.007972002029418945
Info 487  [23:59:59.504] getCompletionData: Is inside comment: 0.0020959973335266113
Info 488  [23:59:59.504] getCompletionData: Get previous token: 0.020361006259918213
Info 489  [23:59:59.504] getCompletionsAtPosition: isCompletionListBlocker: 0.0069870054721832275
Info 490  [23:59:59.504] Returning an empty list because completion was requested in an invalid position.
Info 491  [23:59:59.505] getCompletionData: Get current token: 0.007982000708580017
Info 492  [23:59:59.505] getCompletionData: Is inside comment: 0.0018610060214996338
Info 493  [23:59:59.505] getCompletionData: Get previous token: 0.020454004406929016
Info 494  [23:59:59.505] getCompletionsAtPosition: isCompletionListBlocker: 0.005953997373580933
Info 495  [23:59:59.505] Returning an empty list because completion was requested in an invalid position.
Info 496  [00:00:00.094] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 497  [00:00:00.100] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 61 structureChanged: false structureIsReused:: Completely Elapsed: 5.240299999713898ms
Info 498  [00:00:00.100] Different program with same set of files
Info 499  [00:00:01.021] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 500  [00:00:01.026] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 62 structureChanged: false structureIsReused:: Completely Elapsed: 5.283528000116348ms
Info 501  [00:00:01.026] Different program with same set of files
Info 502  [00:00:01.107] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 503  [00:00:01.111] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 63 structureChanged: false structureIsReused:: Completely Elapsed: 3.989314004778862ms
Info 504  [00:00:01.111] Different program with same set of files
Info 505  [00:00:01.511] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 506  [00:00:01.515] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 64 structureChanged: false structureIsReused:: Completely Elapsed: 3.4226109981536865ms
Info 507  [00:00:01.515] Different program with same set of files
Info 508  [00:00:01.515] getCompletionData: Get current token: 0.0097770094871521
Info 509  [00:00:01.515] getCompletionData: Is inside comment: 0.0017729997634887695
Info 510  [00:00:01.515] getCompletionData: Get previous token: 0.027369007468223572
Info 511  [00:00:01.515] getCompletionsAtPosition: isCompletionListBlocker: 0.0083170086145401
Info 512  [00:00:01.515] Returning an empty list because completion was requested in an invalid position.
Info 513  [00:00:01.598] getCompletionData: Get current token: 0.007834002375602722
Info 514  [00:00:01.598] getCompletionData: Is inside comment: 0.0024400055408477783
Info 515  [00:00:01.598] getCompletionData: Get previous token: 0.023862004280090332
Info 516  [00:00:01.598] getCompletionsAtPosition: isCompletionListBlocker: 0.010656997561454773
Info 517  [00:00:01.598] Returning an empty list because completion was requested in an invalid position.
Info 518  [00:00:01.599] getCompletionData: Get current token: 0.007357999682426453
Info 519  [00:00:01.599] getCompletionData: Is inside comment: 0.0016550123691558838
Info 520  [00:00:01.599] getCompletionData: Get previous token: 0.018706992268562317
Info 521  [00:00:01.599] getCompletionsAtPosition: isCompletionListBlocker: 0.004721999168395996
Info 522  [00:00:01.599] Returning an empty list because completion was requested in an invalid position.
Info 523  [00:00:01.599] getCompletionData: Get current token: 0.007262006402015686
Info 524  [00:00:01.599] getCompletionData: Is inside comment: 0.0015279948711395264
Info 525  [00:00:01.599] getCompletionData: Get previous token: 0.04038500785827637
Info 526  [00:00:01.599] getCompletionsAtPosition: isCompletionListBlocker: 0.003546997904777527
Info 527  [00:00:01.599] Returning an empty list because completion was requested in an invalid position.
Info 528  [00:00:01.599] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 529  [00:00:01.603] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 65 structureChanged: false structureIsReused:: Completely Elapsed: 4.200330004096031ms
Info 530  [00:00:01.603] Different program with same set of files
Info 531  [00:00:02.287] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 532  [00:00:02.291] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 66 structureChanged: false structureIsReused:: Completely Elapsed: 4.3014469891786575ms
Info 533  [00:00:02.291] Different program with same set of files
Info 534  [00:00:02.291] getCompletionData: Get current token: 0.008911997079849243
Info 535  [00:00:02.291] getCompletionData: Is inside comment: 0.002258986234664917
Info 536  [00:00:02.292] getCompletionData: Get previous token: 0.033917009830474854
Info 537  [00:00:02.292] getCompletionsAtPosition: isCompletionListBlocker: 0.021484002470970154
Info 538  [00:00:02.292] Returning an empty list because completion was requested in an invalid position.
Info 539  [00:00:02.292] getCompletionData: Get current token: 0.011013001203536987
Info 540  [00:00:02.292] getCompletionData: Is inside comment: 0.0055029988288879395
Info 541  [00:00:02.292] getCompletionData: Get previous token: 0.04399900138378143
Info 542  [00:00:02.293] getCompletionsAtPosition: isCompletionListBlocker: 0.03970399498939514
Info 543  [00:00:02.293] Returning an empty list because completion was requested in an invalid position.
Info 544  [00:00:02.293] getCompletionData: Get current token: 0.017403006553649902
Info 545  [00:00:02.293] getCompletionData: Is inside comment: 0.0033830106258392334
Info 546  [00:00:02.293] getCompletionData: Get previous token: 0.02668599784374237
Info 547  [00:00:02.293] getCompletionsAtPosition: isCompletionListBlocker: 0.007655993103981018
Info 548  [00:00:02.293] Returning an empty list because completion was requested in an invalid position.
Info 549  [00:00:02.293] getCompletionData: Get current token: 0.00934000313282013
Info 550  [00:00:02.293] getCompletionData: Is inside comment: 0.0017950087785720825
Info 551  [00:00:02.293] getCompletionData: Get previous token: 0.024029001593589783
Info 552  [00:00:02.293] getCompletionsAtPosition: isCompletionListBlocker: 0.004332005977630615
Info 553  [00:00:02.293] Returning an empty list because completion was requested in an invalid position.
Info 554  [00:00:02.364] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 555  [00:00:02.368] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 67 structureChanged: false structureIsReused:: Completely Elapsed: 3.688387006521225ms
Info 556  [00:00:02.368] Different program with same set of files
Info 557  [00:00:02.506] getCompletionData: Get current token: 0.009894996881484985
Info 558  [00:00:02.506] getCompletionData: Is inside comment: 0.0020899921655654907
Info 559  [00:00:02.506] getCompletionData: Get previous token: 0.041884005069732666
Info 560  [00:00:02.507] getCompletionsAtPosition: isCompletionListBlocker: 0.016262993216514587
Info 561  [00:00:02.507] Returning an empty list because completion was requested in an invalid position.
Info 562  [00:00:02.508] getCompletionData: Get current token: 0.00771699845790863
Info 563  [00:00:02.508] getCompletionData: Is inside comment: 0.00707399845123291
Info 564  [00:00:02.508] getCompletionData: Get previous token: 0.021862000226974487
Info 565  [00:00:02.508] getCompletionsAtPosition: isCompletionListBlocker: 0.013518005609512329
Info 566  [00:00:02.508] Returning an empty list because completion was requested in an invalid position.
Info 567  [00:00:02.521] getCompletionData: Get current token: 0.007688000798225403
Info 568  [00:00:02.521] getCompletionData: Is inside comment: 0.0021670013666152954
Info 569  [00:00:02.521] getCompletionData: Get previous token: 0.020443007349967957
Info 570  [00:00:02.521] getCompletionsAtPosition: isCompletionListBlocker: 0.013962998986244202
Info 571  [00:00:02.521] Returning an empty list because completion was requested in an invalid position.
Info 572  [00:00:02.524] getCompletionData: Get current token: 0.010572999715805054
Info 573  [00:00:02.524] getCompletionData: Is inside comment: 0.0028450042009353638
Info 574  [00:00:02.524] getCompletionData: Get previous token: 0.026138007640838623
Info 575  [00:00:02.524] getCompletionsAtPosition: isCompletionListBlocker: 0.04298999905586243
Info 576  [00:00:02.524] Returning an empty list because completion was requested in an invalid position.
Info 577  [00:00:02.980] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 578  [00:00:02.983] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 68 structureChanged: false structureIsReused:: Completely Elapsed: 3.181738004088402ms
Info 579  [00:00:02.983] Different program with same set of files
Info 580  [00:00:02.983] getCompletionData: Get current token: 0.008443012833595276
Info 581  [00:00:02.983] getCompletionData: Is inside comment: 0.0018279999494552612
Info 582  [00:00:02.983] getCompletionData: Get previous token: 0.056426987051963806
Info 583  [00:00:02.983] getCompletionsAtPosition: isCompletionListBlocker: 0.008560001850128174
Info 584  [00:00:02.983] Returning an empty list because completion was requested in an invalid position.
Info 585  [00:00:03.055] getCompletionData: Get current token: 0.007330998778343201
Info 586  [00:00:03.055] getCompletionData: Is inside comment: 0.0026499927043914795
Info 587  [00:00:03.055] getCompletionData: Get previous token: 0.04951000213623047
Info 588  [00:00:03.055] getCompletionsAtPosition: isCompletionListBlocker: 0.010835006833076477
Info 589  [00:00:03.055] Returning an empty list because completion was requested in an invalid position.
Info 590  [00:00:03.090] getCompletionData: Get current token: 0.010243996977806091
Info 591  [00:00:03.090] getCompletionData: Is inside comment: 0.002414003014564514
Info 592  [00:00:03.090] getCompletionData: Get previous token: 0.02511298656463623
Info 593  [00:00:03.090] getCompletionsAtPosition: isCompletionListBlocker: 0.013508990406990051
Info 594  [00:00:03.090] Returning an empty list because completion was requested in an invalid position.
Info 595  [00:00:03.091] getCompletionData: Get current token: 0.007804989814758301
Info 596  [00:00:03.091] getCompletionData: Is inside comment: 0.0020679980516433716
Info 597  [00:00:03.091] getCompletionData: Get previous token: 0.023888006806373596
Info 598  [00:00:03.091] getCompletionsAtPosition: isCompletionListBlocker: 0.009060993790626526
Info 599  [00:00:03.091] Returning an empty list because completion was requested in an invalid position.
Info 600  [00:00:03.111] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 601  [00:00:03.116] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 69 structureChanged: false structureIsReused:: Completely Elapsed: 4.68537600338459ms
Info 602  [00:00:03.116] Different program with same set of files
Info 603  [00:00:03.773] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 604  [00:00:03.777] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 70 structureChanged: false structureIsReused:: Completely Elapsed: 4.285489991307259ms
Info 605  [00:00:03.777] Different program with same set of files
Info 606  [00:00:10.147] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 607  [00:00:10.150] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 71 structureChanged: false structureIsReused:: Completely Elapsed: 3.1274140030145645ms
Info 608  [00:00:10.150] Different program with same set of files
Info 609  [00:00:10.218] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 610  [00:00:10.223] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 72 structureChanged: false structureIsReused:: Completely Elapsed: 4.801605999469757ms
Info 611  [00:00:10.223] Different program with same set of files
Info 612  [00:00:10.527] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 613  [00:00:10.531] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 73 structureChanged: false structureIsReused:: Completely Elapsed: 3.6851259917020798ms
Info 614  [00:00:10.531] Different program with same set of files
Info 615  [00:00:11.429] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 616  [00:00:11.432] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 74 structureChanged: false structureIsReused:: Completely Elapsed: 3.307338997721672ms
Info 617  [00:00:11.433] Different program with same set of files
Info 618  [00:00:11.746] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 619  [00:00:11.749] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 75 structureChanged: false structureIsReused:: Completely Elapsed: 3.6451649963855743ms
Info 620  [00:00:11.749] Different program with same set of files
Info 621  [00:00:11.815] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 622  [00:00:11.818] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 76 structureChanged: false structureIsReused:: Completely Elapsed: 3.0476190000772476ms
Info 623  [00:00:11.818] Different program with same set of files
Info 624  [00:00:13.437] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 625  [00:00:13.443] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 77 structureChanged: false structureIsReused:: Completely Elapsed: 5.779141008853912ms
Info 626  [00:00:13.443] Different program with same set of files
Info 627  [00:00:13.958] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 628  [00:00:13.961] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 78 structureChanged: false structureIsReused:: Completely Elapsed: 3.7262070029973984ms
Info 629  [00:00:13.961] Different program with same set of files
Info 630  [00:00:14.313] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 631  [00:00:14.317] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 79 structureChanged: false structureIsReused:: Completely Elapsed: 3.5313179939985275ms
Info 632  [00:00:14.317] Different program with same set of files
Info 633  [00:00:15.055] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 634  [00:00:15.058] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 80 structureChanged: false structureIsReused:: Completely Elapsed: 3.178489997982979ms
Info 635  [00:00:15.058] Different program with same set of files
Info 636  [00:00:15.058] getCompletionData: Get current token: 0.009003996849060059
Info 637  [00:00:15.058] getCompletionData: Is inside comment: 0.001846998929977417
Info 638  [00:00:15.058] getCompletionData: Get previous token: 0.027629002928733826
Info 639  [00:00:15.058] getCompletionsAtPosition: isCompletionListBlocker: 0.00753900408744812
Info 640  [00:00:15.058] Returning an empty list because completion was requested in an invalid position.
Info 641  [00:00:15.132] getCompletionData: Get current token: 0.01456199586391449
Info 642  [00:00:15.132] getCompletionData: Is inside comment: 0.003103002905845642
Info 643  [00:00:15.132] getCompletionData: Get previous token: 0.03612600266933441
Info 644  [00:00:15.132] getCompletionsAtPosition: isCompletionListBlocker: 0.011416003108024597
Info 645  [00:00:15.132] Returning an empty list because completion was requested in an invalid position.
Info 646  [00:00:15.132] getCompletionData: Get current token: 0.014402002096176147
Info 647  [00:00:15.132] getCompletionData: Is inside comment: 0.0025700032711029053
Info 648  [00:00:15.132] getCompletionData: Get previous token: 0.03547200560569763
Info 649  [00:00:15.132] getCompletionsAtPosition: isCompletionListBlocker: 0.005273997783660889
Info 650  [00:00:15.132] Returning an empty list because completion was requested in an invalid position.
Info 651  [00:00:15.132] getCompletionData: Get current token: 0.007366999983787537
Info 652  [00:00:15.132] getCompletionData: Is inside comment: 0.001618996262550354
Info 653  [00:00:15.132] getCompletionData: Get previous token: 0.018911004066467285
Info 654  [00:00:15.132] getCompletionsAtPosition: isCompletionListBlocker: 0.003542989492416382
Info 655  [00:00:15.132] Returning an empty list because completion was requested in an invalid position.
Info 656  [00:00:15.132] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 657  [00:00:15.138] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 81 structureChanged: false structureIsReused:: Completely Elapsed: 5.393774002790451ms
Info 658  [00:00:15.138] Different program with same set of files
Info 659  [00:00:15.309] getCompletionData: Get current token: 0.009082987904548645
Info 660  [00:00:15.309] getCompletionData: Is inside comment: 0.002661004662513733
Info 661  [00:00:15.309] getCompletionData: Get previous token: 0.03196699917316437
Info 662  [00:00:15.309] getCompletionsAtPosition: isCompletionListBlocker: 0.011987000703811646
Info 663  [00:00:15.309] Returning an empty list because completion was requested in an invalid position.
Info 664  [00:00:15.310] getCompletionData: Get current token: 0.007577002048492432
Info 665  [00:00:15.310] getCompletionData: Is inside comment: 0.0020959973335266113
Info 666  [00:00:15.310] getCompletionData: Get previous token: 0.020298004150390625
Info 667  [00:00:15.310] getCompletionsAtPosition: isCompletionListBlocker: 0.006833001971244812
Info 668  [00:00:15.310] Returning an empty list because completion was requested in an invalid position.
Info 669  [00:00:15.311] getCompletionData: Get current token: 0.007845014333724976
Info 670  [00:00:15.311] getCompletionData: Is inside comment: 0.0019100010395050049
Info 671  [00:00:15.311] getCompletionData: Get previous token: 0.020960986614227295
Info 672  [00:00:15.311] getCompletionsAtPosition: isCompletionListBlocker: 0.013524994254112244
Info 673  [00:00:15.311] Returning an empty list because completion was requested in an invalid position.
Info 674  [00:00:15.313] getCompletionData: Get current token: 0.01368500292301178
Info 675  [00:00:15.313] getCompletionData: Is inside comment: 0.002589002251625061
Info 676  [00:00:15.313] getCompletionData: Get previous token: 0.034806013107299805
Info 677  [00:00:15.313] getCompletionsAtPosition: isCompletionListBlocker: 0.012114003300666809
Info 678  [00:00:15.313] Returning an empty list because completion was requested in an invalid position.
Info 679  [00:00:16.228] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 680  [00:00:16.232] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 82 structureChanged: false structureIsReused:: Completely Elapsed: 3.110529989004135ms
Info 681  [00:00:16.232] Different program with same set of files
Info 682  [00:00:16.232] getCompletionData: Get current token: 0.009133994579315186
Info 683  [00:00:16.232] getCompletionData: Is inside comment: 0.0021300017833709717
Info 684  [00:00:16.232] getCompletionData: Get previous token: 0.024619996547698975
Info 685  [00:00:16.232] getCompletionsAtPosition: isCompletionListBlocker: 0.006939008831977844
Info 686  [00:00:16.232] Returning an empty list because completion was requested in an invalid position.
Info 687  [00:00:16.305] getCompletionData: Get current token: 0.01623399555683136
Info 688  [00:00:16.305] getCompletionData: Is inside comment: 0.0034240037202835083
Info 689  [00:00:16.305] getCompletionData: Get previous token: 0.04002299904823303
Info 690  [00:00:16.305] getCompletionsAtPosition: isCompletionListBlocker: 0.01409900188446045
Info 691  [00:00:16.305] Returning an empty list because completion was requested in an invalid position.
Info 692  [00:00:16.305] getCompletionData: Get current token: 0.012806996703147888
Info 693  [00:00:16.305] getCompletionData: Is inside comment: 0.002615004777908325
Info 694  [00:00:16.305] getCompletionData: Get previous token: 0.03221799433231354
Info 695  [00:00:16.305] getCompletionsAtPosition: isCompletionListBlocker: 0.005825996398925781
Info 696  [00:00:16.305] Returning an empty list because completion was requested in an invalid position.
Info 697  [00:00:16.305] getCompletionData: Get current token: 0.013617992401123047
Info 698  [00:00:16.305] getCompletionData: Is inside comment: 0.0024159997701644897
Info 699  [00:00:16.305] getCompletionData: Get previous token: 0.033447012305259705
Info 700  [00:00:16.305] getCompletionsAtPosition: isCompletionListBlocker: 0.004932999610900879
Info 701  [00:00:16.306] Returning an empty list because completion was requested in an invalid position.
Info 702  [00:00:16.306] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 703  [00:00:16.311] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 83 structureChanged: false structureIsReused:: Completely Elapsed: 4.9766779989004135ms
Info 704  [00:00:16.311] Different program with same set of files
Info 705  [00:00:16.311] getCompletionData: Get current token: 0.009638994932174683
Info 706  [00:00:16.311] getCompletionData: Is inside comment: 0.0017999857664108276
Info 707  [00:00:16.311] getCompletionData: Get previous token: 0.02392999827861786
Info 708  [00:00:16.311] getCompletionsAtPosition: isCompletionListBlocker: 0.007912993431091309
Info 709  [00:00:16.311] Returning an empty list because completion was requested in an invalid position.
Info 710  [00:00:16.386] getCompletionData: Get current token: 0.008408993482589722
Info 711  [00:00:16.386] getCompletionData: Is inside comment: 0.0021530091762542725
Info 712  [00:00:16.386] getCompletionData: Get previous token: 0.02131401002407074
Info 713  [00:00:16.386] getCompletionsAtPosition: isCompletionListBlocker: 0.009906992316246033
Info 714  [00:00:16.386] Returning an empty list because completion was requested in an invalid position.
Info 715  [00:00:16.386] getCompletionData: Get current token: 0.007820993661880493
Info 716  [00:00:16.386] getCompletionData: Is inside comment: 0.0015100091695785522
Info 717  [00:00:16.386] getCompletionData: Get previous token: 0.019308000802993774
Info 718  [00:00:16.386] getCompletionsAtPosition: isCompletionListBlocker: 0.00443500280380249
Info 719  [00:00:16.386] Returning an empty list because completion was requested in an invalid position.
Info 720  [00:00:16.387] getCompletionData: Get current token: 0.007726997137069702
Info 721  [00:00:16.387] getCompletionData: Is inside comment: 0.0014259964227676392
Info 722  [00:00:16.387] getCompletionData: Get previous token: 0.01863199472427368
Info 723  [00:00:16.387] getCompletionsAtPosition: isCompletionListBlocker: 0.003296002745628357
Info 724  [00:00:16.387] Returning an empty list because completion was requested in an invalid position.
Info 725  [00:00:16.556] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 726  [00:00:16.560] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 84 structureChanged: false structureIsReused:: Completely Elapsed: 3.3366010040044785ms
Info 727  [00:00:16.560] Different program with same set of files
Info 728  [00:00:16.560] getCompletionData: Get current token: 0.009228989481925964
Info 729  [00:00:16.560] getCompletionData: Is inside comment: 0.0018770098686218262
Info 730  [00:00:16.560] getCompletionData: Get previous token: 0.027709990739822388
Info 731  [00:00:16.560] getCompletionsAtPosition: isCompletionListBlocker: 0.007885992527008057
Info 732  [00:00:16.560] Returning an empty list because completion was requested in an invalid position.
Info 733  [00:00:16.631] getCompletionData: Get current token: 0.009077996015548706
Info 734  [00:00:16.631] getCompletionData: Is inside comment: 0.002911001443862915
Info 735  [00:00:16.631] getCompletionData: Get previous token: 0.028249993920326233
Info 736  [00:00:16.631] getCompletionsAtPosition: isCompletionListBlocker: 0.010642990469932556
Info 737  [00:00:16.631] Returning an empty list because completion was requested in an invalid position.
Info 738  [00:00:16.673] getCompletionData: Get current token: 0.011411994695663452
Info 739  [00:00:16.673] getCompletionData: Is inside comment: 0.0033789873123168945
Info 740  [00:00:16.673] getCompletionData: Get previous token: 0.03376699984073639
Info 741  [00:00:16.673] getCompletionsAtPosition: isCompletionListBlocker: 0.014963999390602112
Info 742  [00:00:16.673] Returning an empty list because completion was requested in an invalid position.
Info 743  [00:00:16.695] getCompletionData: Get current token: 0.009095996618270874
Info 744  [00:00:16.695] getCompletionData: Is inside comment: 0.0024490058422088623
Info 745  [00:00:16.695] getCompletionData: Get previous token: 0.022544994950294495
Info 746  [00:00:16.695] getCompletionsAtPosition: isCompletionListBlocker: 0.011188000440597534
Info 747  [00:00:16.695] Returning an empty list because completion was requested in an invalid position.
Info 748  [00:00:16.935] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 749  [00:00:16.939] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 85 structureChanged: false structureIsReused:: Completely Elapsed: 3.358721002936363ms
Info 750  [00:00:16.939] Different program with same set of files
Info 751  [00:00:17.698] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 752  [00:00:17.701] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 86 structureChanged: false structureIsReused:: Completely Elapsed: 3.3266219943761826ms
Info 753  [00:00:17.701] Different program with same set of files
Info 754  [00:00:17.769] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 755  [00:00:17.774] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 87 structureChanged: false structureIsReused:: Completely Elapsed: 4.7605289965868ms
Info 756  [00:00:17.774] Different program with same set of files
Info 757  [00:00:18.005] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 758  [00:00:18.010] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 88 structureChanged: false structureIsReused:: Completely Elapsed: 5.162445992231369ms
Info 759  [00:00:18.010] Different program with same set of files
Info 760  [00:00:18.011] getCompletionData: Get current token: 0.051912009716033936
Info 761  [00:00:18.011] getCompletionData: Is inside comment: 0.001957997679710388
Info 762  [00:00:18.011] getCompletionData: Get previous token: 0.027180999517440796
Info 763  [00:00:18.011] getCompletionsAtPosition: isCompletionListBlocker: 0.009005993604660034
Info 764  [00:00:18.011] Returning an empty list because completion was requested in an invalid position.
Info 765  [00:00:18.083] getCompletionData: Get current token: 0.01055900752544403
Info 766  [00:00:18.083] getCompletionData: Is inside comment: 0.003094002604484558
Info 767  [00:00:18.083] getCompletionData: Get previous token: 0.03375999629497528
Info 768  [00:00:18.083] getCompletionsAtPosition: isCompletionListBlocker: 0.008866995573043823
Info 769  [00:00:18.083] Returning an empty list because completion was requested in an invalid position.
Info 770  [00:00:18.084] getCompletionData: Get current token: 0.007016003131866455
Info 771  [00:00:18.084] getCompletionData: Is inside comment: 0.001940011978149414
Info 772  [00:00:18.084] getCompletionData: Get previous token: 0.01960301399230957
Info 773  [00:00:18.084] getCompletionsAtPosition: isCompletionListBlocker: 0.004849985241889954
Info 774  [00:00:18.084] Returning an empty list because completion was requested in an invalid position.
Info 775  [00:00:18.085] getCompletionData: Get current token: 0.007036998867988586
Info 776  [00:00:18.085] getCompletionData: Is inside comment: 0.0017439872026443481
Info 777  [00:00:18.085] getCompletionData: Get previous token: 0.01957400143146515
Info 778  [00:00:18.085] getCompletionsAtPosition: isCompletionListBlocker: 0.004326000809669495
Info 779  [00:00:18.085] Returning an empty list because completion was requested in an invalid position.
Info 780  [00:00:18.423] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 781  [00:00:18.427] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 89 structureChanged: false structureIsReused:: Completely Elapsed: 4.147132992744446ms
Info 782  [00:00:18.427] Different program with same set of files
Info 783  [00:00:19.520] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 784  [00:00:19.523] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 90 structureChanged: false structureIsReused:: Completely Elapsed: 3.2856919914484024ms
Info 785  [00:00:19.523] Different program with same set of files
Info 786  [00:00:19.523] getCompletionData: Get current token: 0.008287996053695679
Info 787  [00:00:19.523] getCompletionData: Is inside comment: 0.0017609894275665283
Info 788  [00:00:19.523] getCompletionData: Get previous token: 0.030072003602981567
Info 789  [00:00:19.523] getCompletionsAtPosition: isCompletionListBlocker: 0.006335005164146423
Info 790  [00:00:19.523] Returning an empty list because completion was requested in an invalid position.
Info 791  [00:00:19.587] getCompletionData: Get current token: 0.018309995532035828
Info 792  [00:00:19.587] getCompletionData: Is inside comment: 0.002959012985229492
Info 793  [00:00:19.587] getCompletionData: Get previous token: 0.03441101312637329
Info 794  [00:00:19.590] getCompletionsAtPosition: isCompletionListBlocker: 0.010974004864692688
